랭킹,상품명,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크
82,1등급 한우 다짐육 500g,26500,10,,0,0,홍천명품한우마을,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=sL93W4mgUyfnBTquU5kFZP%2F%2F%2Fw%3D%3Ds66MJ72vWDyBZa%2F43AT%2FEQY4lnNZjHrlSrXUeMWkPHK4O8f7WZJMbj2ACN%2BoCKYnAAZbRc4lr6pv7hS5GZKuOidkMCNtm69arREl99xlEcXJD4P%2Bj2CVvS6QkrpszyaIo6sGkobrHOLjdQ9PfNparAOHSkjQPpPGhFIEleJjef6EhvxIWpb8JexNUqEBpQwoZO5YViSQbGfpYAoqGYQv9PIL6frr6UU2KQARDPHtnLontXY4YrBzjPDubuCrAUqy2aNdnb5hUL4%2BSK5MRqwXw898XGv147xa6kUa0wp%2Bvam7SwT%2BRKzZS3y4yen8fFmkN10YUr0jV9LGWxjitR09NXvq0gPRDGPJM5VfVlFHp1CiRSpMO%2B9P5mn0XASg8RbEgOpVSCCykRJPiL8fajZ33d94an%2FzTqhVRN5HiEzJvDPKk6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdH89dOUR2WrIZUMl3yJ9LAmB7KcbgM8UTPXDGUdOHD59AbWnbEXzrP9nTOtX6d%2FrCAZgIZSN17S1p1bNnUenQ0mbqe%2FV1oy58zFZ7K%2BNjp%2B9%2B3SEIpLh0npx047MLFEtucYLjG6ypioEo7pO87K8MS0fLVrOYw5augFvn1shH51h0MploI8tHZQOlaA2wBciy9YRhfUYfh55QurKwCtTSLWQBljGLkfmqJblAJfWp7u083HCf38Kcy5ZZaKCsat4tYKoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=26093152997&catId=50004654
83,함평천지한우 무항생제 1＋한우 다짐육 400g,20520,1,,0,0,CJ온스타일,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=K%2F6WLMskcB1yUQ5wMdUIrv%2F%2F%2Fw%3D%3Ds9qq98bP7Q1NgAoXlT4VfN3DhgU7cC31OBUcu92zYOA%2F%2Bohq90wKPLRDvr94SKjzEgcsjZ31Aiijco8Fe883oQk5SitfPsVpGiH5WID9kL4uAbCY81f975eS5nfR25FBiI1ODi9hUm3Sq0pLB9du%2BPqRQ6JIEj5F77EFG7CJ460uFMtL1jGK0oGzhrgx9JJNCFLv29M4VRiOs1WAALlwLR6EcrHVc0GMch2BRVzfypoIPtbD05O%2B%2B2NB%2BZ7sEoxM08LZSLoNpka7UQ2LER58GpMOxhqdHt6ZqaJ0IQYQLBFC6a7kxg1%2FzZp0P5g2KugzjU5xQvRgpwlm966ICX1Q4FqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8sA6kcy2ZSqd3V50YalsqRv2Zl2UhoeuHpIFTkF4MwbXyhfTCbUqSb6%2Fe8k7hN9yEJoLNtYjofGVW1z4kaCNOw4wefsEME1qpc2agpsB5My9K4Fw6F92O1hszqcf2mRs6y5408%2FRKYjqM4hKTaxVsm49jjsWmFcishi7egOVXaSqdy%2FrzdYMDSqVCKpUWjOegBVfNt%2BxaE3ZPOxzEZrNqXWf5hva%2B3zoX4lEMAKjb9iWPBimPDZwOttZjcrwUclZ98RvJpc5PnH44JBsi9HzoZWbE3PTFF55W0K8NAf0%2FQCLNjqh%2FZemCCOboDhnweAmG&nvMid=30267796276&catId=50004654
84,[평창한우마을] 국내산 한우 다짐육 500g,39500,1,,0,1,평창한우마을,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=9%2FxfJqEWzQ88NHrSZ3w9kf%2F%2F%2Fw%3D%3DsKHIAI1Uq3c4iaoOyHN9p2hd8h7yMPm7mQ94gIYkChDX%2Bohq90wKPLRDvr94SKjzEBaCsAv9e8NOVKQ77J78VIJVcyBaozNCnMRriSMsI6GtVXemfpmeX70wC2wQT5nyiBte2Da%2BcRSMmzTx7XU%2B5wIjNV309uTLWnL5w0QjgQGH5lC3SX%2Fr65mi9XfFk8P2J5Burmz%2BrsTT3P%2F4KCfm8VruVw3GdaDAvxDSjC3cnt2Z%2F22ms%2BW8TiQQNz%2FOHMMFFSbQCn8OWrwMJTKiHedIM7xg1bwUqDyCRdjOJQZPgXfaAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FYkVecild1izpkhidEoDt39dxXf4sGtk3xVQktK5Luu9IvqsuIvkWBzuDvD5f3gldIBmSDAd9rni%2BMV1InL7FsPUR%2BfHhZ6jwk0suTtwWlrWN2AudVZBSMSaRdtswA6zVJi13AKe%2B2k5IDrLtO6KYEWoxvKsymC274YVyzYj0wuPzhh6gSjT%2FX%2FOJq7AExGzIgOsas4p7uO4%2F3Ff7FgCmQBThw%2BRL11%2F%2BfHWyXzSCTDOq5rh15RU4Z%2BIYz9%2FrpHGijeLOHHpkFJGiiFrWyxQZ9tczwJqmUsCmY1hu4qrOZDU5Hv1T%2FoDPeAT2ZD%2BWCfnsQ%3D%3D&nvMid=8367717454&catId=50004654
85,1등급 한우 다짐육 이유식 소고기 200g,11900,1,,0,0,NS홈쇼핑,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=tm5FdTv%2BuLaQZtXH1ZiMiv%2F%2F%2Fw%3D%3DslvS4RadVPt3pPhyDTPEUtQ1cz7zrXGowcQT0LnCoI7Qw0b%2FX32UjGonFLbhHu5mUSWGyd5SxxnbQIyMP9xKKwW%2FSjCZbP6WFEhUhN5bXVWnDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjpFKvZlN87Tv2NPKhMg3rFcJlOcxGaFN%2BtcB6XHTWm0vKqYCiSn%2B6LlS62mfcO00Gnxqbp42HRD08DWY3P6IxDTAu%2BTi9AgIOks0uMLvvtt5c1%2F3oItXjFmSSb28ONJHpdOBRdEwKkgahFwDaCjIqUR%2FFyZglxJqUWQbq%2BeQ8eC%2BkKDJ6YaxMOLTrEXhYm9Iw6sJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI84Aok1pg5jn4KC1nTE7KAgW%2F4O%2BA3Lc7c8rhho52hXQ62oe3Brm2hlEkZ%2F%2FF5sA4STMivj3KrcJ8%2FAEaCEPa%2F9s3zVaNSnElUms3mYOzPgGnjkzcgEcGdQDeTM8qaBzzPyNvq%2BJIEd%2BdDR6WSDmDpJw7X4r5wkyxXf0h5F8ENuJPOGHqBKNP9f84mrsATEbMiWIYovbbRvRROL4xp0pzQloOuAKV6RXG1Is03XJLviBeQ3vfebtXWQV2cF0aUqo2UoKN5BTmcHnXCkLQxUmG7Bl%2FbVaKUuyK0%2FRCaoB4hIadB0CIl3BeKsFF2drF%2B%2BsFv&nvMid=30688662932&catId=50004654
86,저지방 한우 다짐육 500g,25800,1,,0,1,청년한우,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=i50yhE6RlOPCoRz9W0iLi%2F%2F%2F%2Fw%3D%3DsZ1YpxdOH2yWw4fT40pfp7IiWC%2F%2FwaSrOb%2BTtBdce7Gj%2Bohq90wKPLRDvr94SKjzEHmfE%2BAVEjNGrW8Ai8lVLnq5R1noEjABgxace161STKWAbCY81f975eS5nfR25FBiI1ODi9hUm3Sq0pLB9du%2BPqRQ6JIEj5F77EFG7CJ460uFMtL1jGK0oGzhrgx9JJNCtUiso%2BvVCjH4sYdR05G4kcVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0Nlz0Xe%2B3Y3f6d5%2B1mDA9wMBg1bwUqDyCRdjOJQZPgXfaAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FZ4rmUm8MPLoOAcuVOSnz9xmWZI0xfsfnsoyfkmwgPefrXb%2B3d0QTOTIl2QL0uQODDFdeIttP8gQi1sAjFCvB8Ieu6%2BeQLV3ACS5JcqGyV3e8%2BrByCdH9CsCarVFQ0aMHVYAkfYa8QXzIutPQwTnUezc4YyA5bjplEeyWZBkczi9XSG%2BzUNNfjm0o6lDTgyiM6vtUBvfoSsQPvEM6ZWUZTqOHR9%2FQq5742P4bpQCfykfDx4777hsPtH%2BI4HDvJ%2FMW46NB3zR2GZF%2BG7Sw9S900PLVWGr8fvvH1mWvUgXPK6j&nvMid=82074111111&catId=50004654
87,1등급 한우 다짐육 500g,28500,2,,0,0,횡성명품하누몰,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=OW5K%2B4S48hAJSZeZevdfo%2F%2F%2F%2Fw%3D%3DsjAAUe84thad2w6MuTjuVvQug14vup8Dou9NdW1DYPN8w0b%2FX32UjGonFLbhHu5mUGbsayiQ9GU0Lnjf7qSb1ZO7hHh52M8shhRijgU4o7QbDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjpFKvZlN87Tv2NPKhMg3rFcJlOcxGaFN%2BtcB6XHTWm0v6XUhitR0DlTfMZVVMywUe91FRLciGgtMJo9vnNdyVJujGJVJDMGFMNzS3LuIAkRhkuq7G56Juh9971P03ShA7oI%2BXdyIjkmsV6YYuf3xkCn5Jp%2FQZlY1SWFZZJUJn57m3nZ0AFhD38ocTR71xlgnjkS%2FVY1E47PEFnQG7tXwBPCL59PRW3yUfFEFl9j%2FyJbYSx5DmthvWncP0OZCvRxzdYFvIg99pI98OS0oZ4Q2Wytr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu4P0WlGcJrTAVy1Fbxyh6zU0bHeihsBj0lPyFTbi0IKDS7L7nNOTv0vFy6TpRs1HkXuLM3yQkejk9m29xxKT7yCwDW8ndDTG8UrKFCABMS5C0%2FHz0D2ed6sH4%2FW9JOBzLiv8Ja8oP7pQguavWMIlg0hdG6QI7%2BLhbyOBckG65AzgU4cPkS9df%2Fnx1sl80gkwzjpyVXShhiDtMOVWQu0dLPVJsfzuzGpvU36JiYaYosu23y2zzmhbPzcLFzCJ8mdjeR0cjwVm1BUYVknE7IEMpz4%3D&nvMid=26093737878&catId=50004654
88,[소근소근] 1+등급 한우 다짐육 300g,25900,,,0,0,SSG닷컴,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=yvlAD0Ks97B2d9Q3I7hmZv%2F%2F%2Fw%3D%3DsNKRtiY550YnS3XRtxBpRvMdJLBm9zgjTV8VIvBUG3CIw0b%2FX32UjGonFLbhHu5mUbMo8hpMxSdCzhvrztsAJmUHFOXGMGmMHyuV6vC9zYwjDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjpFKvZlN87Tv2NPKhMg3rFcJlOcxGaFN%2BtcB6XHTWm0vKqYCiSn%2B6LlS62mfcO00Gg1rxYWWd6fJbWVlhGdtJHkQ8EyrzWBmPrLJhUL5PrJtnr2dMeFuNzHbiGXYqwzPt06ntGqBf3XRqy%2FvgGjJ9GgG7z9hUx%2BOrpJLsbX2U1s1PGOg%2Fyl7828UdDjHxhiabYaweO3G5A8K2oFH8UWW0OZMtcrjaq5w9v506K14HLeFYyuhHiY3CJhq8Ogheo8wvRDm%2BPgHqutpy%2BgxxjdkLUXYyIQluWnKVFdS3F5HK9z3334rL%2BbR36BhYe0R%2FrUmjgBSTS1sRv49oBHxm%2Bxq6HheYWci%2F2VTjswnmKN0VNdGTxh6jSRB0lankpwc7GRWNcpHK%2Br58NSzrc5LFh%2BYDVd%2F779oclgg9s%2FoLTOYI7m%2BKEnquxloHnRWFAaTrhYWOARI2OJ%2F%2BGMCkyUTcqfdl72d0nlkujMloL7orzzAU9kHqn%2FmQ2TlkJlG5ohsl7twERUmC%2B6EnlAhWYnm63u4gzlm1Twil%2FMcM4K1Tbgab0167dcnKTby%2BR%2BD40m7qkEVf1ot7jtCWKXAhGqpkxuJUsNL1J%2FotFTGGCREGV7UuCHBvSQV3am5Lf5nsLClyHpBYYVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=32070460889&catId=50004654
89,[소근소근] 1+등급 한우 다짐육 300g,25900,,,0,0,신세계몰,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=bOwFbl9g1FXYUFyH37W2sv%2F%2F%2Fw%3D%3DsO90DHYdM9MtJ74wdv6j2DC6kttoAHA9ld3ixNgd1BX4O8f7WZJMbj2ACN%2BoCKYnAdz81NKGwmdDIKXsOcmP7q7g0WfLMtFiDNL%2FjRTj8dYtD4P%2Bj2CVvS6QkrpszyaIo6sGkobrHOLjdQ9PfNparANraNgiR4a%2FtjQlDciu4tYTcl7BjIAaQ1BQdnAzyyJz9znMjJv4AydlEj9Uo7F9FdG3c5Ny5hIg1d%2BOi4cVMja2haYzj9UMwcS5CviQaJXKY4bu2WUo8bNaOR3gHVWuknGF0yfJ%2FBH30AM787oC4UZPDUKOgquQtKVO%2FpFHWS2XgwDUyDApoPrftrdmi2z6jO22PKGi9SuegsPwLuDPy5%2Bvlnxc9xbaXDH2Bv5I1YK6ogvt%2FySRhuLbSxmRQYkeeirIS2i47BolIQrk7KNTUDDUB%2BlzuHJd0mSfj7Duhxw%2BnMmvI%2BqwPnyDghmtDpfkM47ngnxQ7ssMZd09T0OjyjIxearTBvydD1LUI3JWpCADISvxqqe4B%2B6r8vhnTCBMFnCdigroiFsujs2jc3A9mqmRmfywSkU%2FeDdyzCAkX2I0S8fYmz0HoLLP7PCvheQaRXEoU9c2Mz48QuYsbWPReJQyx64BNedeBBop%2BomiqcJvKu9sFqquDWM9XBZN0e%2BQ2LjVKI4ASMMWICKDguXryQOmRtzlJE2OSIteY%2BHf5yILB8iOjOEjCqtAa%2BYQ3ww5RXS6CIOHlLyf7tFzQx427OB2wrYDaskSyYm4CaiYiQ9csTjEiPggl9MPkLB0Cp8S9Q1dznR4EhPC6BI08fc6TT2xWkbDrUFJ2hBG8QaB8WVzn&nvMid=32070316121&catId=50004654
90,[소근소근] 1+등급 한우 다짐육 300g,25900,,,0,0,이마트몰,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=3zvireePiiHw9BSTZ4mMvP%2F%2F%2Fw%3D%3DsF5du51oCpL7cNihtRiffKw7cSnylBgCddPgL72E%2F8X4O8f7WZJMbj2ACN%2BoCKYnAe6McvGEtq3%2BfmaiCDIYpcBqFQaTq11YM6TKPmHsvjdJD4P%2Bj2CVvS6QkrpszyaIo6sGkobrHOLjdQ9PfNparANraNgiR4a%2FtjQlDciu4tYTcl7BjIAaQ1BQdnAzyyJz9znMjJv4AydlEj9Uo7F9FdLhBvVnx%2Bk3ugTNmlsDE9QWbNMCPoyOBHVOXnZ37711GTcSjm6biRVfLUhesNKY9PRSGUQhb3qfyjhZMyVLZBZen9U7cK3wiW2Od%2F5T1GgFsdVek09gfjj7eLYnrOMN%2BaOKExBOUYOJTlhLEN5cz0%2FA21goj3H7KU2z8BCaD5Qtwypm4272cN%2BYJGJsLsdLNfyzPbsVK382IOyipLyr7L8qrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPCjem7Sl7X0dHYRGVyXtxjjUWGFH81pWnY0FfdWjSCm9CFkxl4irT%2BvW6dSwKhk5ZJGBmU3K9L%2FDoYIt4t2MyCS6O2bkuuWuguT7qZiyWFBxvHvr%2Ff9kWNynyIZa%2BYwDbV19NX6Wj5f3Zm0CfTUyD88AvdsqpGn7tnLyZMppWWCAKAQAwPq0Ew%2BdFGT1krP1Yvdvf6Mo9XtzO79B13egiTJyCcJ7vuJWQ9TqBnmeGh%2Fd%2BWxRESalb5Ua%2B0f8VA1aAODfujPNrueOyi67pLjCJmHSUhr1tBwfWz2fCwaMuAPrDhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=32070360293&catId=50004654
91,예가소들마을 1등급 한우 다짐육 300g,18500,,,0,0,G마켓,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=Mp0StEdfc3B1uvJVwCCOk%2F%2F%2F%2Fw%3D%3DspHiy86r66suazD6FC8qx7xdpMGx%2B4QtqUr9iWdZCodsw0b%2FX32UjGonFLbhHu5mUuG%2FrG62CE%2FSBztp8z7SECTC%2F7dZ10AR9UPOmxlU6U%2FjDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjpFKvZlN87Tv2NPKhMg3rFcJlOcxGaFN%2BtcB6XHTWm0vKqYCiSn%2B6LlS62mfcO00GhwjWpYvNgLjiG0HhNz8r7ZTHG9e0sA%2FeBePoi%2BFlBkWgwUqMVXes84r51yPNjqiOu8qUP4ELLl%2B7ouBdW%2BdmrJBLEHTblNGyjFALRmwy8fYs1nua%2Bd3ff14%2FXRqhyekbAo7lL8wYUgY%2BpulvHIv%2Bmm%2BynXOQ4XoZHhE2dsdKeooVV3pn6Znl%2B9MAtsEE%2BZ8ouacYsA2T1ONC2M4R1%2F3Eb9Y1UlgyAD2uFXrYg%2BEUNkEv9OAQbFvoz00Z8EOdVfO2Quw2BiOhVKS2SX2wcm%2BZsLt8mqfNKO7j6tYu0zZ5%2FcMoYlabmuhkxm1Q4hOw7pSeZ22yobNVSEaVEJtGJMLUAycYzhAoEx0dyWKUaIn3kahLvVkv6EyKYJxJ3HvSTVVrU59zfYeDK24A7dCfcc2ZdV%2BH3YltUJVmYSv7SwC4VFVwpHdgqUP2oYCXqBf0e9k7hTFJ1dvA8ad2AyM2fYx1N1XfqSxLgfSvWGPIV%2B%2F6kPjA35CyMrpXQUt3%2FJvHupy5s1ITc7NlRPvorKrNyQBKaY%3D&nvMid=32055765631&catId=50004654
92,[영천축협]영천별빛한우 다짐육300g / 1+등급,22400,,,0,1,작심밀도,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=mg%2FUq%2BK5yIE35VXhT4Eqtv%2F%2F%2Fw%3D%3Dsw2RhDnpz9y07LRn9J88%2FDXXqDzO8vKVA9GTP3Q3wJCoO8f7WZJMbj2ACN%2BoCKYnAZKAwdGYL5SRcEhFGedrepZIIss4Gs%2BFJTGLh73hgX1hD4P%2Bj2CVvS6QkrpszyaIo6sGkobrHOLjdQ9PfNparANraNgiR4a%2FtjQlDciu4tYTcl7BjIAaQ1BQdnAzyyJz9rPPCA3SD7pfi8XlKbEYkVsmscUZuB%2FB3GA4tAdwd4kJn0E%2B7lsL8Xc%2FJzL4VwihdAVxED%2BCpLlQzyqDPZQCN4NJ%2FhO3vXVwvYJMYBhGhUEJD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKaz4mdik5pIuUS%2FjlMyDc9b%2F3a7BwTO5kDIos3iRZ4Srykcr6vnw1LOtzksWH5gNVwrzYaUL6USfKds8e3rYJXl17LswTR5cVpGDO2lomg4HFRzAirJMjYR%2B103SP%2Fnduva2gMYH3v29%2FeNSfV3xk43uAIp444GDCxTXTd7pWhgkZe0qx6TdmTUy9D1JjlO77EG9qI91zTaO7FyMcadEqyEIdnfOajRU0nnqgRCHRV0mq%2B1QG9%2BhKxA%2B8QzplZRlOogCVxovl6OhO5Fo2ouDF8UyLen5tTeWJMAFqTVWyGHijo0HfNHYZkX4btLD1L3TQ8tVYavx%2B%2B8fWZa9SBc8rqM%3D&nvMid=84145372751&catId=50004654
93,예가소들마을 1등급 한우 다짐육 300g,18510,,,0,0,옥션,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=3J%2B8gukd0AQFRDGnXLngpf%2F%2F%2Fw%3D%3Dsf1%2F0K9F7MpNwheZIGq1SdYaossCAopdFuCHPl0g8mL7%2Bohq90wKPLRDvr94SKjzE0LNG0I15%2FXSGwNHwjhFrkQruWkSUTiweUXE5y4NbCmeAbCY81f975eS5nfR25FBiI1ODi9hUm3Sq0pLB9du%2BPqRQ6JIEj5F77EFG7CJ460uFMtL1jGK0oGzhrgx9JJNC1PMiou4YbiVoh%2FeMk66W8aTpxbfoHADdec3ikk1uWQJ0tcNCFPkWS7FzyCZSjkIJVe4dAibB3XhyZx3788nyVJXQzNGBmEt2CJ2wiksxrhKCRXNFH%2Fkhk%2FmJntSv%2FnkpEIZJB1yuP5kkcuYnGBP9u%2F4Q8ol2fOiaPmREOuAVetnGIkix6DOokXwmpRPb6pGTf5S5ycDGuwbfEdv1A6kKwnJ%2BXzbvFP%2Fmf0oZbe0AUom7xY%2FVyaKKngTxOnHXr%2FmRyFt0ajGRyjEiK09kzd8pqBfi6W7Oqe5j3u6lSHlFdbSpAfhg8nnwmUokTOTI7zPi1uiucE03eoyOWjw5SByfYDIVmRTGUgC8XcKA%2F2Bhlm90KHK6uTAQ2OQO7q%2FWC5T3GSNpomnKLRti2vWkQbY1X1UlHdcVx7mXQzpNX5XUkhblOGzW1VDl3r%2FNDieitudXaGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=32046505255&catId=50004654
94,[소근소근] 1+등급 한우 다짐육 300g,20810,,,0,0,롯데ON,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=tC7Ioz5WkRXZqVvrElHltP%2F%2F%2Fw%3D%3DshGtzwXGJGmhQOW%2Fia6q58RALNu8A2MAcMB4E%2Bq0cq1YO8f7WZJMbj2ACN%2BoCKYnACxKN%2BOarST7hxuwauOfu4m6uKThn9T6wAhalWZf1lhJD4P%2Bj2CVvS6QkrpszyaIo6sGkobrHOLjdQ9PfNparANraNgiR4a%2FtjQlDciu4tYTcl7BjIAaQ1BQdnAzyyJz9rPPCA3SD7pfi8XlKbEYkVhcatm9B2veASW0kGa8JRaUtUywHiRppUNE%2BAeCnUmaNdshBvnfAApaNM1I8RaiGpOG5y78zvEkrdeatPV2ai32sKeHq9gRFcOyvEibZzv4LfyCp73Aj%2F5qU%2BfczZ6az4goqWeb8h79oTqHzrDQviZ1UiVJvf64zES2bW%2FAe1c%2B3GDVvBSoPIJF2M4lBk%2BBd9oBsJjzV%2F3vl5Lmd9HbkUGI%2FzdYC%2FwYAihDQzAs9Z5v9g0NKXEsUQEy66hpu%2F93Y1x0WlXUSDlh%2B9BVVrg0i9pS2oe3Brm2hlEkZ%2F%2FF5sA4SUMRZltVsyaCdccpF3o4pIc3zVaNSnElUms3mYOzPgGl55iN6FYWr4q2pRDbFl8WLhbdpUuCWUhthd%2BsIh31xNWamUAX8e5ooV0CcTwBHr888YyayA2PdokANI9TYQH6ZPOzvtWsc1nMZxq0vrqsO6NoHmPCyHrOyoP4JkT2nrpUWknDMMCkK9YMiDJnpJjthoJIl%2F1Io1UBE1PtUDnc%2Fx1%2FbVaKUuyK0%2FRCaoB4hIadB0CIl3BeKsFF2drF%2B%2BsFv&nvMid=32043265993&catId=50004654
95,소근소근 한우 다짐육 1+등급 300g,21850,,,0,0,G마켓,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=4dICKVpd5h66m7zm8FGSU%2F%2F%2F%2Fw%3D%3DsNKlPf%2BThl%2FlljLFxh%2F3Ly980DT82ptYW%2F4eqn8Wp92cw0b%2FX32UjGonFLbhHu5mUm85u6hxu6LzzbglgRjQJLgXu7k0bviRaJZ%2FPunWU%2B7fDpmNu2Rs3tEPrV0ZTODsb7JQtrMqSgEftbsAH7BzOjpFKvZlN87Tv2NPKhMg3rFcJlOcxGaFN%2BtcB6XHTWm0vKqYCiSn%2B6LlS62mfcO00GhwjWpYvNgLjiG0HhNz8r7ZTHG9e0sA%2FeBePoi%2BFlBkWgwUqMVXes84r51yPNjqiOu8qUP4ELLl%2B7ouBdW%2BdmrLgnQzSqz1psQEzmiUOAQ4Ks1nua%2Bd3ff14%2FXRqhyekbAo7lL8wYUgY%2BpulvHIv%2Bmm%2BynXOQ4XoZHhE2dsdKeooVV3pn6Znl%2B9MAtsEE%2BZ8ouacYsA2T1ONC2M4R1%2F3Eb8tXFg%2BfBMovmzOomwdYWWvv9OAQbFvoz00Z8EOdVfO2Quw2BiOhVKS2SX2wcm%2BZsI6T%2BRmd47CEpqBk%2F0NyHXpX5NAgXQNmu%2FdMToKXGa2Ct%2BnrTreNCMkM%2F4ssb2Ks75fBRjfL2dDput42EdLuLBdUTwiXpOSBDx%2Flig0MPjozbAfYZ07V9dfPK0kh3IuX8LUWgwa1ECDhdqQXNsamzb%2BjwYpjw2cDrbWY3K8FHJWfdjM0w8fMthWrUxyNNf7AEszC2nEKGV51HQRD9MQEIvczY6of2Xpggjm6A4Z8HgJhg%3D%3D&nvMid=32027894364&catId=50004654
96,소근소근 한우 다짐육 1+등급 300g,21860,,,0,0,옥션,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=Dd9N%2Fy29YuM2ljIvL7u4Uv%2F%2F%2Fw%3D%3DsIsRnuXMQe85EqJfD%2FwDYHG1J1yzg%2BvnsR51qZlhftfcO8f7WZJMbj2ACN%2BoCKYnAjpipqaxSsgB6SJcUX%2B%2BU36fyi12oWUn4FV20pXrRGM5D4P%2Bj2CVvS6QkrpszyaIo6sGkobrHOLjdQ9PfNparANraNgiR4a%2FtjQlDciu4tYTcl7BjIAaQ1BQdnAzyyJz9znMjJv4AydlEj9Uo7F9FdAjbH%2B7sNgzVdawuhA2rgiFocCRGEWD8W%2BMUDH2rQjhp5YoxrHN9sM1TeNdRqG2mQAdm7Ig48%2BcnwJwwzzPF2S0ya8j6rA%2BfIOCGa0Ol%2BQzjueCfFDuywxl3T1PQ6PKMjF5qtMG%2FJ0PUtQjclakIAMiRp4sG%2BSJSq%2B7W3g6T7DKeM6xoFcRjtZCbTUYAv5Y%2Fbwuw2BiOhVKS2SX2wcm%2BZsIHIrtC%2FA%2BYkAjLjwXPj6IVX5NAgXQNmu%2FdMToKXGa2Ct%2BnrTreNCMkM%2F4ssb2Ks75fBRjfL2dDput42EdLuLBdUTwiXpOSBDx%2Flig0MPjozYdJah3iIok3tyYNIdGzGXWG6izqvkH8MdbMc0PCETW5jwYpjw2cDrbWY3K8FHJWfRx90skXEGSpb%2Bp4tapnnDgzC2nEKGV51HQRD9MQEIvczY6of2Xpggjm6A4Z8HgJhg%3D%3D&nvMid=32027698073&catId=50004654
97,예가소들마을 예가소들마을 1등급 한우 다짐육 300g,18510,,,0,0,옥션,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=jAzdNdzbEV0W%2F1SeiGCv%2Ff%2F%2F%2Fw%3D%3Ds4PYRpIBzH%2FGNJ7Ah9VyOVmbL3qNHqu8TofevlQb1BW3%2Bohq90wKPLRDvr94SKjzEr1PfnrAEr%2Fh4rVS%2BU8%2F6iJ%2FvklO%2Bo7eDpWwMLYjdmUaAbCY81f975eS5nfR25FBiI1ODi9hUm3Sq0pLB9du%2BPqRQ6JIEj5F77EFG7CJ460uFMtL1jGK0oGzhrgx9JJNC1PMiou4YbiVoh%2FeMk66W8aTpxbfoHADdec3ikk1uWQJ0tcNCFPkWS7FzyCZSjkIJLu%2FbRII59joFuQxXGyoFv5XQzNGBmEt2CJ2wiksxrhKCRXNFH%2Fkhk%2FmJntSv%2FnkpEIZJB1yuP5kkcuYnGBP9u%2B9ntzLRX7%2FckGw2yxcGq%2BO8u55%2By5wEzCdOLZKX4mlgf5S5ycDGuwbfEdv1A6kKwkpATWv4X2K2rQmtuvYzpaHAN5M2445gJ%2B2noVXj2RIUyFt0ajGRyjEiK09kzd8pqHGd%2BQ7D%2FULWjvzTdIh%2BAhboq9nP0DZU9QDs8jF4UgVUSvLO2%2FEE2MPAG3xvLJaEirN06toBPFzNMfZG76sAqSZ%2B%2FyGVrjQQB5Ap%2BQjjgouKA3ZAVPTcnGSSDZw%2BTSZrP3wJeXbnU6mZaLN%2BXPYoRZz9oyLzkLFEYLABu8XNV2csf9fRRnhfrUgEqZcqBIDdPeR79U%2F6Az3gE9mQ%2Flgn57E%3D&nvMid=32027735669&catId=50004654
