상품번호,랭킹,상품명,옵션,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크
6031943773,22,미트럽 한우 암소 생고기 육회세트 1+1 (200g 2개+소스40g 2개) 캠핑용 소고기,육회200g 2개+비밀소스1개+고추장소스1개,24900,55,,37,1,미트럽,3500,육회용,"설도, 기타",200g,,https://cr.shopping.naver.com/adcr.nhn?x=5JqcQTR636l5i1cNrauVpP%2F%2F%2Fw%3D%3Dsqi%2BdHz4QDHWToXZezid05TDVTtXvoPmZrYbMLAPwPtCk5X2JRgAMpXMWke7HgHVjVnK1tQn6G77CUYXAjlRxkci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpWAD83Vq5wriJ0ezrXBNpfX2c2jhV2QG7qnkVzyezkU%2BKsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8kEnekJ700CHHScVl%2B4Bj%2B0RpP%2FX5RSFy%2FD4aDvMWhHZXfqiCwBtPYYwEdSt6i2JAGnDEgMNscnEGrFesfSJwrGb9E8BmLsiy%2FI5nP75gYlhBe2bP%2FZqu6gdmTudC5bqBTQVD7f2i6iS4LfiIwGENmP8PRz8ovsax8B3RM4SiXgMGdJmj8f6VS7SOmQNnytW4tyPIEBeSz%2BJSFwcCIvQDFuWXjhdV3FMZkGIEVUfksJC9Duk7DFgREoie4oNyRRiDJR%2FMEx3DmaJFSRj0aXRrqahJNYtlHwrGO5qvgpN4L7ne03Sg0KJfWD9i7rSx7rXzh1%2BresIDyzGhX4gX9xxk%2FY5vRMKTzGd9Q2vyXIQetvxvU2Y6hEEwGxc1AZfON9sL4VRAH%2BsMDObarUodGweR8Q%3D%3D&nvMid=83576443261&catId=50004654
6031943773,22,미트럽 한우 암소 생고기 육회세트 1+1 (200g 2개+소스40g 2개) 캠핑용 소고기,육회200g 2개+비밀소스2개,24900,55,,37,1,미트럽,3500,육회용,"설도, 기타",200g,,https://cr.shopping.naver.com/adcr.nhn?x=5JqcQTR636l5i1cNrauVpP%2F%2F%2Fw%3D%3Dsqi%2BdHz4QDHWToXZezid05TDVTtXvoPmZrYbMLAPwPtCk5X2JRgAMpXMWke7HgHVjVnK1tQn6G77CUYXAjlRxkci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpWAD83Vq5wriJ0ezrXBNpfX2c2jhV2QG7qnkVzyezkU%2BKsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8kEnekJ700CHHScVl%2B4Bj%2B0RpP%2FX5RSFy%2FD4aDvMWhHZXfqiCwBtPYYwEdSt6i2JAGnDEgMNscnEGrFesfSJwrGb9E8BmLsiy%2FI5nP75gYlhBe2bP%2FZqu6gdmTudC5bqBTQVD7f2i6iS4LfiIwGENmP8PRz8ovsax8B3RM4SiXgMGdJmj8f6VS7SOmQNnytW4tyPIEBeSz%2BJSFwcCIvQDFuWXjhdV3FMZkGIEVUfksJC9Duk7DFgREoie4oNyRRiDJR%2FMEx3DmaJFSRj0aXRrqahJNYtlHwrGO5qvgpN4L7ne03Sg0KJfWD9i7rSx7rXzh1%2BresIDyzGhX4gX9xxk%2FY5vRMKTzGd9Q2vyXIQetvxvU2Y6hEEwGxc1AZfON9sL4VRAH%2BsMDObarUodGweR8Q%3D%3D&nvMid=83576443261&catId=50004654
5058972428,23,당일도축 한우 육회 뭉티기 육사시미 양념장 무료제공 대구 명물 오드레기,한우 생고기(뭉티기) 120g-양념장포함,15900,1701,870,558,1,백년밥상,3500,"육회용, 구이용",,150g,,https://cr.shopping.naver.com/adcr.nhn?x=ciAlaCrwuElUj0IygeXIbP%2F%2F%2Fw%3D%3Dsf%2BkkiNPgZEUQ0lWLKx2fyrMkey6SnEGVUJAWwf1Eyqk2T%2B2I7vM1lywjaE2447yKlnbVwuT5BEfzXknqHwYzz9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH1IMb0eCDV5o8bbDXTdzY%2Fxpqp%2B0wdpimvZXlhjs6FJANHxfV%2FsLga9%2BBw5h%2F0TGwy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBvfUe7NbNpRCeHApXLKFxWZvTi7X5hXcsucsU52CDpwfiFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDYmvnGfIgYH8GArBQxFErhyZwJ7u%2BlwsYAskefZNqngnmXDmIOOB6kamF9uF35YumO%2BeQaY1X1sK%2B%2FCb4d1Hxq%2BPEHqbOa1nOK7hUQxWAWI8ClfvPUVCKVP9KeXum4qqBpca3CSbcu7K10Mvkf6AkKANOY3PddRwg3ZCHYSsDnLx7iRvbhbf%2BSKZqtvf5iDVKsesUTgSKJ3hveL7pQhwxpJPy%2B1OBGUUeQh5RvnoC1gQdXmFJVeV7im4LHwbWo%2FGL%2B96OkfU1YaHxvsoI8TRl7ir7VAb36ErED7xDOmVlGU6Ww1F4i%2Fz9M15QjBj6nL37soo794%2BXHB%2FuOYpbnyvPmBXutN02zsPZwYgWUdP4bmJhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=82603493805&catId=50004654
5058972428,23,당일도축 한우 육회 뭉티기 육사시미 양념장 무료제공 대구 명물 오드레기,한우 생고기(뭉티기) 240g-양념장포함 (+13900원),29800,1701,870,558,1,백년밥상,3500,"육회용, 구이용",,150g,,https://cr.shopping.naver.com/adcr.nhn?x=ciAlaCrwuElUj0IygeXIbP%2F%2F%2Fw%3D%3Dsf%2BkkiNPgZEUQ0lWLKx2fyrMkey6SnEGVUJAWwf1Eyqk2T%2B2I7vM1lywjaE2447yKlnbVwuT5BEfzXknqHwYzz9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH1IMb0eCDV5o8bbDXTdzY%2Fxpqp%2B0wdpimvZXlhjs6FJANHxfV%2FsLga9%2BBw5h%2F0TGwy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBvfUe7NbNpRCeHApXLKFxWZvTi7X5hXcsucsU52CDpwfiFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDYmvnGfIgYH8GArBQxFErhyZwJ7u%2BlwsYAskefZNqngnmXDmIOOB6kamF9uF35YumO%2BeQaY1X1sK%2B%2FCb4d1Hxq%2BPEHqbOa1nOK7hUQxWAWI8ClfvPUVCKVP9KeXum4qqBpca3CSbcu7K10Mvkf6AkKANOY3PddRwg3ZCHYSsDnLx7iRvbhbf%2BSKZqtvf5iDVKsesUTgSKJ3hveL7pQhwxpJPy%2B1OBGUUeQh5RvnoC1gQdXmFJVeV7im4LHwbWo%2FGL%2B96OkfU1YaHxvsoI8TRl7ir7VAb36ErED7xDOmVlGU6Ww1F4i%2Fz9M15QjBj6nL37soo794%2BXHB%2FuOYpbnyvPmBXutN02zsPZwYgWUdP4bmJhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=82603493805&catId=50004654
5058972428,23,당일도축 한우 육회 뭉티기 육사시미 양념장 무료제공 대구 명물 오드레기,한우 육회 120g-양념장포함,15900,1701,870,558,1,백년밥상,3500,"육회용, 구이용",,150g,,https://cr.shopping.naver.com/adcr.nhn?x=ciAlaCrwuElUj0IygeXIbP%2F%2F%2Fw%3D%3Dsf%2BkkiNPgZEUQ0lWLKx2fyrMkey6SnEGVUJAWwf1Eyqk2T%2B2I7vM1lywjaE2447yKlnbVwuT5BEfzXknqHwYzz9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH1IMb0eCDV5o8bbDXTdzY%2Fxpqp%2B0wdpimvZXlhjs6FJANHxfV%2FsLga9%2BBw5h%2F0TGwy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBvfUe7NbNpRCeHApXLKFxWZvTi7X5hXcsucsU52CDpwfiFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDYmvnGfIgYH8GArBQxFErhyZwJ7u%2BlwsYAskefZNqngnmXDmIOOB6kamF9uF35YumO%2BeQaY1X1sK%2B%2FCb4d1Hxq%2BPEHqbOa1nOK7hUQxWAWI8ClfvPUVCKVP9KeXum4qqBpca3CSbcu7K10Mvkf6AkKANOY3PddRwg3ZCHYSsDnLx7iRvbhbf%2BSKZqtvf5iDVKsesUTgSKJ3hveL7pQhwxpJPy%2B1OBGUUeQh5RvnoC1gQdXmFJVeV7im4LHwbWo%2FGL%2B96OkfU1YaHxvsoI8TRl7ir7VAb36ErED7xDOmVlGU6Ww1F4i%2Fz9M15QjBj6nL37soo794%2BXHB%2FuOYpbnyvPmBXutN02zsPZwYgWUdP4bmJhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=82603493805&catId=50004654
5058972428,23,당일도축 한우 육회 뭉티기 육사시미 양념장 무료제공 대구 명물 오드레기,한우 육회 240g-양념장포함 (+13900원),29800,1701,870,558,1,백년밥상,3500,"육회용, 구이용",,150g,,https://cr.shopping.naver.com/adcr.nhn?x=ciAlaCrwuElUj0IygeXIbP%2F%2F%2Fw%3D%3Dsf%2BkkiNPgZEUQ0lWLKx2fyrMkey6SnEGVUJAWwf1Eyqk2T%2B2I7vM1lywjaE2447yKlnbVwuT5BEfzXknqHwYzz9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH1IMb0eCDV5o8bbDXTdzY%2Fxpqp%2B0wdpimvZXlhjs6FJANHxfV%2FsLga9%2BBw5h%2F0TGwy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBvfUe7NbNpRCeHApXLKFxWZvTi7X5hXcsucsU52CDpwfiFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDYmvnGfIgYH8GArBQxFErhyZwJ7u%2BlwsYAskefZNqngnmXDmIOOB6kamF9uF35YumO%2BeQaY1X1sK%2B%2FCb4d1Hxq%2BPEHqbOa1nOK7hUQxWAWI8ClfvPUVCKVP9KeXum4qqBpca3CSbcu7K10Mvkf6AkKANOY3PddRwg3ZCHYSsDnLx7iRvbhbf%2BSKZqtvf5iDVKsesUTgSKJ3hveL7pQhwxpJPy%2B1OBGUUeQh5RvnoC1gQdXmFJVeV7im4LHwbWo%2FGL%2B96OkfU1YaHxvsoI8TRl7ir7VAb36ErED7xDOmVlGU6Ww1F4i%2Fz9M15QjBj6nL37soo794%2BXHB%2FuOYpbnyvPmBXutN02zsPZwYgWUdP4bmJhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=82603493805&catId=50004654
5058972428,23,당일도축 한우 육회 뭉티기 육사시미 양념장 무료제공 대구 명물 오드레기,오드레기150g+차돌박이150g (+16400원) (품절),32300,1701,870,558,1,백년밥상,3500,"육회용, 구이용",,150g,,https://cr.shopping.naver.com/adcr.nhn?x=ciAlaCrwuElUj0IygeXIbP%2F%2F%2Fw%3D%3Dsf%2BkkiNPgZEUQ0lWLKx2fyrMkey6SnEGVUJAWwf1Eyqk2T%2B2I7vM1lywjaE2447yKlnbVwuT5BEfzXknqHwYzz9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lH1IMb0eCDV5o8bbDXTdzY%2Fxpqp%2B0wdpimvZXlhjs6FJANHxfV%2FsLga9%2BBw5h%2F0TGwy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBvfUe7NbNpRCeHApXLKFxWZvTi7X5hXcsucsU52CDpwfiFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDYmvnGfIgYH8GArBQxFErhyZwJ7u%2BlwsYAskefZNqngnmXDmIOOB6kamF9uF35YumO%2BeQaY1X1sK%2B%2FCb4d1Hxq%2BPEHqbOa1nOK7hUQxWAWI8ClfvPUVCKVP9KeXum4qqBpca3CSbcu7K10Mvkf6AkKANOY3PddRwg3ZCHYSsDnLx7iRvbhbf%2BSKZqtvf5iDVKsesUTgSKJ3hveL7pQhwxpJPy%2B1OBGUUeQh5RvnoC1gQdXmFJVeV7im4LHwbWo%2FGL%2B96OkfU1YaHxvsoI8TRl7ir7VAb36ErED7xDOmVlGU6Ww1F4i%2Fz9M15QjBj6nL37soo794%2BXHB%2FuOYpbnyvPmBXutN02zsPZwYgWUdP4bmJhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=82603493805&catId=50004654
,24,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,식감쫄깃 육회,9700,7757,5869,1526,0,마장동시장 구복출,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=RYkGBWPBC2w3jtamkFrIgP%2F%2F%2Fw%3D%3DsRNunecARAv98VNmRs74kJZxh8BhP%2FHgWMkWj2Y%2BBaO2%2BujfgJbNMB2WWL70VDrke43XyZ0U2QLW%2FssKHWNuBhkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZR2%2B01NoQdRT7PuNJ%2FyDge42ZI8ThWolmqfw9ykCu3a3cNpjpRqg7OVt33Lh%2BlnFp%2BoYLbTJCXlMoIfPI7RpIq4JFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27ZC%2BSXUxwyLUckntucAABtWPm%2FIxakbxjlXIBKcuGmsb7Pr9xb9a%2BJ%2F%2BruuO0miAXKIEPy9huh9JNuR6eleqJXnRAna9eBrXmRpvdeSpdLkMS3seUhMZF%2FlVbu%2FGJEs80DdwustvWQI2dnO%2FlF0fDXTjdxGZCiGdux0yD06YxewMO3yufQPNYzweRZkOOYNPKrLxmuEvrzB08dqoWvhFgpBFQtsZ3teOq2q%2BmAnxBnK063iBW8KCSpE8PlYJC5ROEXUeqPdsB%2B6T3UHJI3KfkgOzHOXNywJqPWhmn2%2BXBA4aQCU4rA9qEITJh30T6VqaOBH6d2RMustadVpsROIgxKvtK30Lkf7MT4z9%2F57TZ1MMCLc3wEDM4giEgw07jg9VigqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=82501791302&catId=50004654
,24,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,[프리미엄] 채끝 육회,9700,7757,5869,1526,0,마장동시장 구복출,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=RYkGBWPBC2w3jtamkFrIgP%2F%2F%2Fw%3D%3DsRNunecARAv98VNmRs74kJZxh8BhP%2FHgWMkWj2Y%2BBaO2%2BujfgJbNMB2WWL70VDrke43XyZ0U2QLW%2FssKHWNuBhkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZR2%2B01NoQdRT7PuNJ%2FyDge42ZI8ThWolmqfw9ykCu3a3cNpjpRqg7OVt33Lh%2BlnFp%2BoYLbTJCXlMoIfPI7RpIq4JFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27ZC%2BSXUxwyLUckntucAABtWPm%2FIxakbxjlXIBKcuGmsb7Pr9xb9a%2BJ%2F%2BruuO0miAXKIEPy9huh9JNuR6eleqJXnRAna9eBrXmRpvdeSpdLkMS3seUhMZF%2FlVbu%2FGJEs80DdwustvWQI2dnO%2FlF0fDXTjdxGZCiGdux0yD06YxewMO3yufQPNYzweRZkOOYNPKrLxmuEvrzB08dqoWvhFgpBFQtsZ3teOq2q%2BmAnxBnK063iBW8KCSpE8PlYJC5ROEXUeqPdsB%2B6T3UHJI3KfkgOzHOXNywJqPWhmn2%2BXBA4aQCU4rA9qEITJh30T6VqaOBH6d2RMustadVpsROIgxKvtK30Lkf7MT4z9%2F57TZ1MMCLc3wEDM4giEgw07jg9VigqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=82501791302&catId=50004654
,24,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,식감쫄깃 육사시미,9700,7757,5869,1526,0,마장동시장 구복출,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=RYkGBWPBC2w3jtamkFrIgP%2F%2F%2Fw%3D%3DsRNunecARAv98VNmRs74kJZxh8BhP%2FHgWMkWj2Y%2BBaO2%2BujfgJbNMB2WWL70VDrke43XyZ0U2QLW%2FssKHWNuBhkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZR2%2B01NoQdRT7PuNJ%2FyDge42ZI8ThWolmqfw9ykCu3a3cNpjpRqg7OVt33Lh%2BlnFp%2BoYLbTJCXlMoIfPI7RpIq4JFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27ZC%2BSXUxwyLUckntucAABtWPm%2FIxakbxjlXIBKcuGmsb7Pr9xb9a%2BJ%2F%2BruuO0miAXKIEPy9huh9JNuR6eleqJXnRAna9eBrXmRpvdeSpdLkMS3seUhMZF%2FlVbu%2FGJEs80DdwustvWQI2dnO%2FlF0fDXTjdxGZCiGdux0yD06YxewMO3yufQPNYzweRZkOOYNPKrLxmuEvrzB08dqoWvhFgpBFQtsZ3teOq2q%2BmAnxBnK063iBW8KCSpE8PlYJC5ROEXUeqPdsB%2B6T3UHJI3KfkgOzHOXNywJqPWhmn2%2BXBA4aQCU4rA9qEITJh30T6VqaOBH6d2RMustadVpsROIgxKvtK30Lkf7MT4z9%2F57TZ1MMCLc3wEDM4giEgw07jg9VigqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=82501791302&catId=50004654
,24,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,[프리미엄] 채끝 육사시미,9700,7757,5869,1526,0,마장동시장 구복출,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=RYkGBWPBC2w3jtamkFrIgP%2F%2F%2Fw%3D%3DsRNunecARAv98VNmRs74kJZxh8BhP%2FHgWMkWj2Y%2BBaO2%2BujfgJbNMB2WWL70VDrke43XyZ0U2QLW%2FssKHWNuBhkgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZR2%2B01NoQdRT7PuNJ%2FyDge42ZI8ThWolmqfw9ykCu3a3cNpjpRqg7OVt33Lh%2BlnFp%2BoYLbTJCXlMoIfPI7RpIq4JFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27ZC%2BSXUxwyLUckntucAABtWPm%2FIxakbxjlXIBKcuGmsb7Pr9xb9a%2BJ%2F%2BruuO0miAXKIEPy9huh9JNuR6eleqJXnRAna9eBrXmRpvdeSpdLkMS3seUhMZF%2FlVbu%2FGJEs80DdwustvWQI2dnO%2FlF0fDXTjdxGZCiGdux0yD06YxewMO3yufQPNYzweRZkOOYNPKrLxmuEvrzB08dqoWvhFgpBFQtsZ3teOq2q%2BmAnxBnK063iBW8KCSpE8PlYJC5ROEXUeqPdsB%2B6T3UHJI3KfkgOzHOXNywJqPWhmn2%2BXBA4aQCU4rA9qEITJh30T6VqaOBH6d2RMustadVpsROIgxKvtK30Lkf7MT4z9%2F57TZ1MMCLc3wEDM4giEgw07jg9VigqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=82501791302&catId=50004654
2799439986,25,삼형제고기 한우우둔살 300g 육회고기 이유식소고기 육전용소고기,덩어리,17500,931,421,76,1,삼형제고기,3500,"국거리용, 불고기용, 장조림용",우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=sMBupVxBVu5VfTClIQZb7P%2F%2F%2Fw%3D%3DsokxsQcjzndkwFgrvlxem%2BCdXMwmlBZrAt06t79JcnX%2B%2BujfgJbNMB2WWL70VDrkeaDPMZ5YKurw4VtxGsdoBWEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5iQyDBAQ7vBQnGz%2FFU8vG9Ls7slmiWUxilKIehUxomJquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ%2BE7o2mcYy%2BZtbIOxIJS8%2FiL7YoQgi7CgGh8jChIzAdfHvY%2FUzN94OzIr5wG3PfiAktd8xRHXevwMCCKYTNp6R%2FRLgIHNDF5jci%2BVhUtbj3HAUvkcvwEo3ZDxuSX5fvZ0jcrtunz4NMyKrZv2fRjkai3EOZrCTMX0ecXAyNjhx4gbcPEO187KNf7gxYHqRdsAGMzZMh1hRC9%2Bd7aC1F54Ap2gjg5M%2FfKcRLM%2Fdie6FOw8YyayA2PdokANI9TYQH6ZBJAbhcWdEec%2Fwa3gxYRzv%2BYQsU7TtARBhTKL6TvT1FOVtuRoeab3j20wgcU3vVv8hW2QLX3SHnJ6vfwRUnFQk6%2BoT6AHYpYSwpB%2F0J4jWb%2FLVWGr8fvvH1mWvUgXPK6j&nvMid=80297183885&catId=50004654
2799439986,25,삼형제고기 한우우둔살 300g 육회고기 이유식소고기 육전용소고기,슬라이스 (3mm 이하 두께),17500,931,421,76,1,삼형제고기,3500,"국거리용, 불고기용, 장조림용",우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=sMBupVxBVu5VfTClIQZb7P%2F%2F%2Fw%3D%3DsokxsQcjzndkwFgrvlxem%2BCdXMwmlBZrAt06t79JcnX%2B%2BujfgJbNMB2WWL70VDrkeaDPMZ5YKurw4VtxGsdoBWEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5iQyDBAQ7vBQnGz%2FFU8vG9Ls7slmiWUxilKIehUxomJquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ%2BE7o2mcYy%2BZtbIOxIJS8%2FiL7YoQgi7CgGh8jChIzAdfHvY%2FUzN94OzIr5wG3PfiAktd8xRHXevwMCCKYTNp6R%2FRLgIHNDF5jci%2BVhUtbj3HAUvkcvwEo3ZDxuSX5fvZ0jcrtunz4NMyKrZv2fRjkai3EOZrCTMX0ecXAyNjhx4gbcPEO187KNf7gxYHqRdsAGMzZMh1hRC9%2Bd7aC1F54Ap2gjg5M%2FfKcRLM%2Fdie6FOw8YyayA2PdokANI9TYQH6ZBJAbhcWdEec%2Fwa3gxYRzv%2BYQsU7TtARBhTKL6TvT1FOVtuRoeab3j20wgcU3vVv8hW2QLX3SHnJ6vfwRUnFQk6%2BoT6AHYpYSwpB%2F0J4jWb%2FLVWGr8fvvH1mWvUgXPK6j&nvMid=80297183885&catId=50004654
2799439986,25,삼형제고기 한우우둔살 300g 육회고기 이유식소고기 육전용소고기,깍둑썰기,17500,931,421,76,1,삼형제고기,3500,"국거리용, 불고기용, 장조림용",우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=sMBupVxBVu5VfTClIQZb7P%2F%2F%2Fw%3D%3DsokxsQcjzndkwFgrvlxem%2BCdXMwmlBZrAt06t79JcnX%2B%2BujfgJbNMB2WWL70VDrkeaDPMZ5YKurw4VtxGsdoBWEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5iQyDBAQ7vBQnGz%2FFU8vG9Ls7slmiWUxilKIehUxomJquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ%2BE7o2mcYy%2BZtbIOxIJS8%2FiL7YoQgi7CgGh8jChIzAdfHvY%2FUzN94OzIr5wG3PfiAktd8xRHXevwMCCKYTNp6R%2FRLgIHNDF5jci%2BVhUtbj3HAUvkcvwEo3ZDxuSX5fvZ0jcrtunz4NMyKrZv2fRjkai3EOZrCTMX0ecXAyNjhx4gbcPEO187KNf7gxYHqRdsAGMzZMh1hRC9%2Bd7aC1F54Ap2gjg5M%2FfKcRLM%2Fdie6FOw8YyayA2PdokANI9TYQH6ZBJAbhcWdEec%2Fwa3gxYRzv%2BYQsU7TtARBhTKL6TvT1FOVtuRoeab3j20wgcU3vVv8hW2QLX3SHnJ6vfwRUnFQk6%2BoT6AHYpYSwpB%2F0J4jWb%2FLVWGr8fvvH1mWvUgXPK6j&nvMid=80297183885&catId=50004654
2799439986,25,삼형제고기 한우우둔살 300g 육회고기 이유식소고기 육전용소고기,이유식용 (60g × 5개),17500,931,421,76,1,삼형제고기,3500,"국거리용, 불고기용, 장조림용",우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=sMBupVxBVu5VfTClIQZb7P%2F%2F%2Fw%3D%3DsokxsQcjzndkwFgrvlxem%2BCdXMwmlBZrAt06t79JcnX%2B%2BujfgJbNMB2WWL70VDrkeaDPMZ5YKurw4VtxGsdoBWEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rS02nEjFkSPMLfCdohqonos87NLpZFqkX2nDPJ%2FkelCaaDvGCRBGe8cE%2F25t4YNqrZrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5iQyDBAQ7vBQnGz%2FFU8vG9Ls7slmiWUxilKIehUxomJquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJ%2BE7o2mcYy%2BZtbIOxIJS8%2FiL7YoQgi7CgGh8jChIzAdfHvY%2FUzN94OzIr5wG3PfiAktd8xRHXevwMCCKYTNp6R%2FRLgIHNDF5jci%2BVhUtbj3HAUvkcvwEo3ZDxuSX5fvZ0jcrtunz4NMyKrZv2fRjkai3EOZrCTMX0ecXAyNjhx4gbcPEO187KNf7gxYHqRdsAGMzZMh1hRC9%2Bd7aC1F54Ap2gjg5M%2FfKcRLM%2Fdie6FOw8YyayA2PdokANI9TYQH6ZBJAbhcWdEec%2Fwa3gxYRzv%2BYQsU7TtARBhTKL6TvT1FOVtuRoeab3j20wgcU3vVv8hW2QLX3SHnJ6vfwRUnFQk6%2BoT6AHYpYSwpB%2F0J4jWb%2FLVWGr8fvvH1mWvUgXPK6j&nvMid=80297183885&catId=50004654
